Segment Name,Product Code,Product Name,Feature Name,MRP,Image Link
SANITARYWARE,4737, ROLLEX 380 x 375 x 160 mm Corner Wash Basin White,,1290,https://iamprayag.prayagindia.net/api/uploads/product_image/ProductImage69aabecdb04a4.png
SANITARYWARE,4667,FLORA 410 x 305 x 150 mm Wash Basin,,1280,https://iamprayag.prayagindia.net/api/uploads/product_image/ProductImage69aabf5439871.png
SANITARYWARE,4024,HELIX Water Closet 525 x 350 x 390 mm EWC 'S' Trap,,7480,https://iamprayag.prayagindia.net/api/uploads/product_image/ProductImage69b7f62d851ca.png
SANITARYWARE,4025,HELIX Water Closet 525 x 350 x 390 mm EWC 'P’ Trap,,7480,https://iamprayag.prayagindia.net/api/uploads/product_image/ProductImage69b7f66587a7c.png
SANITARYWARE,4008,"SAGE ""P"" Trap Smart Wall Mounted 580 x 380 x 380 mm",White,124400,
SANITARYWARE,4363,"NOVA Closet ""S"" Trap Wall Distance 225 ? 10mm 660 x 370 x 750 mm",White,15960,
SANITARYWARE,4463,"NOVA Closet ""S"" Trap Wall Distance 300 ? 10mm 660 x 370 x 750 mm",White,15960,
SANITARYWARE,4357,"DUNE Closet ""S"" Trap Wall Distance 300 ? 10mm 650 x 360 x 725 mm",White,19580,
SANITARYWARE,4357,"DUNE Closet ""S"" Trap Wall Distance 300 ? 10mm 650 x 360 x 725 mm",Ivory,21840,
SANITARYWARE,4258,"MILANO Closet ""S"" Trap Wall Distance 225 ? 10mm 645 x 360 x 745 mm",White,15480,
SANITARYWARE,4381,"NEON Closet ""S"" Trap Wall Distance 300 ? 10mm 675 x 365 x 740 mm",White,13670,
SANITARYWARE,4381,"NEON Closet ""S"" Trap Wall Distance 300 ? 10mm 675 x 365 x 740 mm",Ivory,16390,
SANITARYWARE,4381,"NEON Closet ""S"" Trap Wall Distance 300 ? 10mm 675 x 365 x 740 mm",White with Jet,15140,
SANITARYWARE,4306,"ULTRA Closet ""S"" Trap Wall Distance 230 ? 10mm 695 x 360 x 740 mm",White,11660,
SANITARYWARE,4292,"BLAZE Closet ""S"" Trap Wall Distance 300 ? 10mm 650 x 360 x 725 mm",White,14440,
SANITARYWARE,4292,"BLAZE Closet ""S"" Trap Wall Distance 300 ? 10mm 650 x 360 x 725 mm",Ivory,17310,
SANITARYWARE,4259,"MILANO Closet ""S"" Trap Wall Distance 225 ? 10mm 645 x 360 x 745 mm",White,14440,
SANITARYWARE,4305,"ZETA Closet ""S"" Trap Wall Distance 230 ? 10mm 676 x 370 x 766 mm",White,11990,
SANITARYWARE,4305,"ZETA Closet ""S"" Trap Wall Distance 230 ? 10mm 676 x 370 x 766 mm",White with Jet,12650,
SANITARYWARE,4405,"ZETA Closet ""P"" Trap Wall Distance 180 ? 10mm 676 x 370 x 766 mm",White,11990,
SANITARYWARE,4405,"ZETA Closet ""P"" Trap Wall Distance 180 ? 10mm 676 x 370 x 766 mm",White with Jet,12650,
SANITARYWARE,4282,"DELTA Closet ""S"" Trap Wall Distance 225 ? 10mm 665 x 360 x 750 mm",White,13480,
SANITARYWARE,4282,"DELTA Closet ""S"" Trap Wall Distance 225 ? 10mm 665 x 360 x 750 mm",White with Jet,14130,
SANITARYWARE,4482,"DELTA Closet ""P"" Trap Wall Distance 180 ? 10mm 665 x 360 x 750 mm",White,13480,
SANITARYWARE,4482,"DELTA Closet ""P"" Trap Wall Distance 180 ? 10mm 665 x 360 x 750 mm",White with Jet,14130,
SANITARYWARE,4526,"CALIBER Closet ""S"" Trap Wall Distance 225 ? 10mm 530 x 360 x 375 mm",White,10840,
SANITARYWARE,4835,AVIVA Wall Hung - Closet Wall Distance 180 ? 10mm 520 x 360 x 350 mm,White,18820,
SANITARYWARE,4527,CROMA Wall Hung - Closet Wall Distance 180 ? 10mm 490 x 355 x 340 mm,White,8700,
SANITARYWARE,4845,CARDIFF Wall Hung - Closet Wall Distance 180 ? 10mm 490 x 360 x 345 mm,White,18860,
SANITARYWARE,4736,RESA Table Top Basin 700 x 335 x 135 mm,White,6880,
SANITARYWARE,4730,LUXOR Table Top Basin 600 x 380 x 135 mm,White,6420,
SANITARYWARE,4732,NOVO Table Top Basin 365 x 255 x 105 mm,White,2980,
SANITARYWARE,4734,ELENA Table Top Basin 280 x 280 x 120 mm,White,2580,
SANITARYWARE,4731,HELIX Table Top Basin 450 x 300 x 125 mm,White,4160,
SANITARYWARE,4733,ERA Table Top Basin 320 x 320 x 110 mm,White,2680,
SANITARYWARE,4735,LIBRA Table Top Basin 450 x 325 x 125 mm,White,4680,
SANITARYWARE,4561,SALSA Wash Basin Pedestal 535 x 420 mm,White,1780,
SANITARYWARE,4561,SALSA Wash Basin Pedestal 535 x 420 mm,Ivory,2290,
SANITARYWARE,4615,CORNET Wash Basin Pedestal 440 x 365 x 850 mm,White,4160,
SANITARYWARE,4616,POLLAR Wash Basin Pedestal 570 x 425 x 845 mm,White,4660,
SANITARYWARE,4673,ORBIT Wash Basin 445 x 310 x 135 mm,White,1840,
SANITARYWARE,4674,REAL Wash Basin 400 x 320 x 145 mm,White,1640,
SANITARYWARE,4668,CLASSIC Wash Basin 525 x 440 mm,White,1980,
SANITARYWARE,4669,VEGAS Wash Basin 545 x 445 mm,White,2280,
SANITARYWARE,4791,OVAL Counter Wash Basin 455 x 335 x 160 mm,White,2380,
SANITARYWARE,4792,SQUARE Counter Wash Basin 540 x 450 x 195 mm,White,3140,
SANITARYWARE,4020-P,CORAL EWC 'P' Trap 500 x 340 x 410 mm,White,3880,
SANITARYWARE,4020-P,CORAL EWC 'P' Trap 500 x 340 x 410 mm,Ivory,4460,
SANITARYWARE,4991,MODENA BIDET (SQUARE) Bidet 520 x 350 x 300 mm,White,11980,
SANITARYWARE,4992,NOVEL BIDET (ROUND) Bidet 525 x 370 x 310 mm,White,11480,
SANITARYWARE,4013,"RIMLESS ORISSA PAN 22"" Pan Toilet 570 x 440 x 250 mm",White,1980,
SWR DRAINTECH,PW 99S,SWR PIPE SELF FIT TYPE A 90MM,,466,
SWR DRAINTECH,PW 98S,SWR PIPE SELF FIT TYPE A 90MM,,472,
SWR DRAINTECH,PW 97S,SWR PIPE SELF FIT TYPE A 90MM,,318,
SWR DRAINTECH,PW 96S,SWR PIPE SELF FIT TYPE A 90MM,,243,
SWR DRAINTECH,PW 95S,SWR PIPE SELF FIT TYPE A 90MM,,167,
SWR DRAINTECH,PW 94S,SWR PIPE SELF FIT TYPE A 90MM,,1382,
SWR DRAINTECH,PW 93S,SWR PIPE SELF FIT TYPE A 90MM,,1376,
SWR DRAINTECH,PW 92S,SWR PIPE SELF FIT TYPE A 90MM,,694,
SWR DRAINTECH,PW 91S,SWR PIPE SELF FIT TYPE A 90MM,,688,
SWR DRAINTECH,PW 90S,SWR PIPE SELF FIT TYPE B 90MM,,524,
SWR DRAINTECH,PW 89S,SWR PIPE SELF FIT TYPE B 90MM,,774,
SWR DRAINTECH,PW 88S,SWR PIPE SELF FIT TYPE B 90MM,,774,
SWR DRAINTECH,PW 87S,SWR PIPE SELF FIT TYPE B 90MM,,524,
SWR DRAINTECH,PW 86S,SWR PIPE SELF FIT TYPE B 90MM,,399,
SWR DRAINTECH,PW 85S,SWR PIPE SELF FIT TYPE B 90MM,,274,
SWR DRAINTECH,PW 84S,SWR PIPE SELF FIT TYPE B 90MM,,2208,
SWR DRAINTECH,PW 83S,SWR PIPE SELF FIT TYPE B 90MM,,2196,
SWR DRAINTECH,PW 82S,SWR PIPE SELF FIT TYPE B 90MM,,1108,
SWR DRAINTECH,PW 81S,SWR PIPE SELF FIT TYPE B 90MM,,1098,
SWR DRAINTECH,PW 80S,SWR PIPE SELF FIT TYPE A 75MM,,246,
SWR DRAINTECH,PW 79S,SWR PIPE SELF FIT TYPE A 75MM,,368,
SWR DRAINTECH,PW 78S,SWR PIPE SELF FIT TYPE A 75MM,,372,
SWR DRAINTECH,PW 77S,SWR PIPE SELF FIT TYPE A 75MM,,251,
SWR DRAINTECH,PW 76S,SWR PIPE SELF FIT TYPE A 75MM,,191,
SWR DRAINTECH,PW 75S,SWR PIPE SELF FIT TYPE A 75MM,,131,
SWR DRAINTECH,PW 74S,SWR PIPE SELF FIT TYPE A 75MM,,1138,
SWR DRAINTECH,PW 73S,SWR PIPE SELF FIT TYPE A 75MM,,1132,
SWR DRAINTECH,PW 72S,SWR PIPE SELF FIT TYPE A 75MM,,572,
SWR DRAINTECH,PW 71S,SWR PIPE SELF FIT TYPE A 75MM,,566,
SWR DRAINTECH,PW 70S,SWR PIPE SELF FIT TYPE A 160MM,,968,
SWR DRAINTECH,PW 69S,SWR PIPE SELF FIT TYPE A 160MM,,1388,
SWR DRAINTECH,PW 68S,SWR PIPE SELF FIT TYPE A 160MM,,1398,
SWR DRAINTECH,PW 67S,SWR PIPE SELF FIT TYPE A 160MM,,978,
SWR DRAINTECH,PW 66S,SWR PIPE SELF FIT TYPE A 160MM,,732,
SWR DRAINTECH,PW 65S,SWR PIPE SELF FIT TYPE A 160MM,,512,
SWR DRAINTECH,PW 64S,SWR PIPE SELF FIT TYPE A 160MM,,4086,
SWR DRAINTECH,PW 63S,SWR PIPE SELF FIT TYPE A 160MM,,4076,
SWR DRAINTECH,PW 62S,SWR PIPE SELF FIT TYPE A 160MM,,2048,
SWR DRAINTECH,PW 61S,SWR PIPE SELF FIT TYPE A 160MM,,2038,
SWR DRAINTECH,PW 60S,SWR PIPE SELF FIT TYPE B 160MM,,1160,
SWR DRAINTECH,PW 59S,SWR PIPE SELF FIT TYPE B 160MM,,1748,
SWR DRAINTECH,PW 58S,SWR PIPE SELF FIT TYPE B 160MM,,1764,
SWR DRAINTECH,PW 57S,SWR PIPE SELF FIT TYPE B 160MM,,1176,
SWR DRAINTECH,PW 56S,SWR PIPE SELF FIT TYPE B 160MM,,882,
SWR DRAINTECH,PW 55S,SWR PIPE SELF FIT TYPE B 160MM,,588,
SWR DRAINTECH,PW 54S,SWR PIPE SELF FIT TYPE B 160MM,,4986,
SWR DRAINTECH,PW 53S,SWR PIPE SELF FIT TYPE B 160MM,,4976,
SWR DRAINTECH,PW 52S,SWR PIPE SELF FIT TYPE B 160MM,,2498,
SWR DRAINTECH,PW 51S,SWR PIPE SELF FIT TYPE B 160MM,,2488,
SWR DRAINTECH,PW 40S,SWR PIPE SELF FIT TYPE B 75MM,,424,
SWR DRAINTECH,PW 39S,SWR PIPE SELF FIT TYPE B 75MM,,630,
SWR DRAINTECH,PW 38S,SWR PIPE SELF FIT TYPE B 75MM,,636,
SWR DRAINTECH,PW 37S,SWR PIPE SELF FIT TYPE B 75MM,,429,
SWR DRAINTECH,PW 36S,SWR PIPE SELF FIT TYPE B 75MM,,325,
SWR DRAINTECH,PW 35S,SWR PIPE SELF FIT TYPE B 75MM,,222,
SWR DRAINTECH,PW 34S,SWR PIPE SELF FIT TYPE B 75MM,,1848,
SWR DRAINTECH,PW 33S,SWR PIPE SELF FIT TYPE B 75MM,,1842,
SWR DRAINTECH,PW 32S,SWR PIPE SELF FIT TYPE B 75MM,,927,
SWR DRAINTECH,PW 31S,SWR PIPE SELF FIT TYPE B 75MM,,921,
SWR DRAINTECH,PW 30S,SWR PIPE SELF FIT TYPE B 110MM,,640,
SWR DRAINTECH,PW 29S,SWR PIPE SELF FIT TYPE B 110MM,,930,
SWR DRAINTECH,PW 28S,SWR PIPE SELF FIT TYPE B 110MM,,938,
SWR DRAINTECH,PW 27S,SWR PIPE SELF FIT TYPE B 110MM,,648,
SWR DRAINTECH,PW 26S,SWR PIPE SELF FIT TYPE B 110MM,,488,
SWR DRAINTECH,PW 25S,SWR PIPE SELF FIT TYPE B 110MM,,336,
SWR DRAINTECH,PW 24S,SWR PIPE SELF FIT TYPE B 110MM,,2762,
SWR DRAINTECH,PW 23S,SWR PIPE SELF FIT TYPE B 110MM,,2756,
SWR DRAINTECH,PW 22S,SWR PIPE SELF FIT TYPE B 110MM,,1384,
SWR DRAINTECH,PW 21S,SWR PIPE SELF FIT TYPE B 110MM,,1378,
SWR DRAINTECH,PW 20S,SWR PIPE SELF FIT TYPE A 110MM,,452,
SWR DRAINTECH,PW 19S,SWR PIPE SELF FIT TYPE A 110MM,,670,
SWR DRAINTECH,PW 18S,SWR PIPE SELF FIT TYPE A 110MM,,676,
SWR DRAINTECH,PW 17S,SWR PIPE SELF FIT TYPE A 110MM,,458,
SWR DRAINTECH,PW 16S,SWR PIPE SELF FIT TYPE A 110MM,,349,
SWR DRAINTECH,PW 15S,SWR PIPE SELF FIT TYPE A 110MM,,241,
SWR DRAINTECH,PW 14S,SWR PIPE SELF FIT TYPE A 110MM,,1938,
SWR DRAINTECH,PW 13S,SWR PIPE SELF FIT TYPE A 110MM,,1932,
SWR DRAINTECH,PW 12S,SWR PIPE SELF FIT TYPE A 110MM,,972,
SWR DRAINTECH,PW 100S,SWR PIPE SELF FIT TYPE A 90MM,,312,
SWR DRAINTECH,5642S,SINGLE Y  WITH DOOR 160MM,,778,
SWR DRAINTECH,5142S,SINGLE Y  WITH DOOR 110MM,,318,
SWR DRAINTECH,5942S,SINGLE Y  WITH DOOR 90MM,,218,
SWR DRAINTECH,5742S,SINGLE Y  WITH DOOR 75MM,,162,
SWR DRAINTECH,5641S,SINGLE Y 160MM,,738,
SWR DRAINTECH,5141S,SINGLE Y 110MM,,284,
SWR DRAINTECH,5941S,SINGLE Y  90MM,,197,
SWR DRAINTECH,5741S,SINGLE Y 75MM,,152,
SWR DRAINTECH,5634S,TEE WITH DOOR 160MM,,585,
SWR DRAINTECH,5134S,TEE WITH DOOR 110MM,,248,
SWR DRAINTECH,5934S,TEE WITH DOOR  90MM,,178,
SWR DRAINTECH,5734S,TEE WITH DOOR 75MM,,138,
SWR DRAINTECH,5633S,TEE  160MM,,564,
SWR DRAINTECH,5133S,TEE  110MM,,222,
SWR DRAINTECH,5933S,TEE  90MM,,160,
SWR DRAINTECH,5733S,TEE  75MM,,123,
SWR DRAINTECH,5622S,REPAIR COUPLER 160MM,,198,
SWR DRAINTECH,5122S,REPAIR COUPLER 110MM,,94,
SWR DRAINTECH,5922S,REPAIR COUPLER 90MM,,72,
SWR DRAINTECH,5722S,REPAIR COUPLER  75MM,,52,
SWR DRAINTECH,5621S,COUPLER  160MM,,210.2,
SWR DRAINTECH,5121S,COUPLER 110MM,,88,
SWR DRAINTECH,5921S,COUPLER  90MM,,67,
SWR DRAINTECH,5721S,COUPLER  75MM,,48,
SWR DRAINTECH,5612S,BEND 87.5 WITH DOOR 160MM,,437.9,
SWR DRAINTECH,5112S,BEND 87.5 WITH DOOR 110MM,,180.3,
SWR DRAINTECH,5912S,BEND 87.5 WITH DOOR  90MM,,117.7,
SWR DRAINTECH,5712S,BEND 87.5 WITH DOOR  75MM,,89,
SWR DRAINTECH,5611S,BEND 87.5  160MM,,396,
SWR DRAINTECH,5111S,BEND 87.5 110MM,,158,
SWR DRAINTECH,5911S,BEND 87.5  90MM,,108,
SWR DRAINTECH,5711S,BEND 87.5  75MM,,80,
SWR DRAINTECH,5610S,BEND 45  160MM,,324,
SWR DRAINTECH,5110S,BEND 45  110MM,,126,
SWR DRAINTECH,5910S,BEND 45  90MM,,92,
SWR DRAINTECH,5710S,BEND 45  75MM,,68,
SWR DRAINTECH,PW 60,SWR PIPE TYPE B 4 FEET S/S 160MM,,1264,
SWR DRAINTECH,PW 59,SWR PIPE TYPE B 6 FEET S/S 160MM,,1860,
SWR DRAINTECH,PW 58,SWR PIPE TYPE B 6 FEET D/S 160MM,,1884,
SWR DRAINTECH,PW 57,SWR PIPE TYPE B 4 FEET D/S 160MM,,1298,
SWR DRAINTECH,PW 56,SWR PIPE TYPE B 3 FEET D/S 160MM,,998,
SWR DRAINTECH,PW 55,SWR PIPE TYPE B 2 FEET D/S 160MM,,692,
SWR DRAINTECH,PW 54,SWR PIPE TYPE B 6 METER D/S 160MM,,5020,
SWR DRAINTECH,PW 53,SWR PIPE TYPE B 6 METER S/S 160MM,,4996,
SWR DRAINTECH,PW 52,SWR PIPE TYPE B 3 METER D/S 160MM,,2524,
SWR DRAINTECH,PW 51,SWR PIPE TYPE B 3 METER S/S 160MM,,2498,
SWR DRAINTECH,PW 30,SWR PIPE TYPE B 4 FEET S/S 110MM,,708,
SWR DRAINTECH,PW 29,SWR PIPE TYPE B 6 FEET S/S 110MM,,1038,
SWR DRAINTECH,PW 28,SWR PIPE TYPE B 6 FEET D/S 110MM,,1058,
SWR DRAINTECH,PW 27,SWR PIPE TYPE B 4 FEET D/S 110MM,,724,
SWR DRAINTECH,PW 26,SWR PIPE TYPE B 3 FEET D/S 110MM,,536,
SWR DRAINTECH,PW 25,SWR PIPE TYPE B 2 FEET D/S 110MM,,378,
SWR DRAINTECH,PW 24,SWR PIPE TYPE B 6 METER D/S 110MM,,2812,
SWR DRAINTECH,PW 23,SWR PIPE TYPE B 6 METER S/S 110MM,,2798,
SWR DRAINTECH,PW 22,SWR PIPE TYPE B 3 METER D/S 110MM,,1414,
SWR DRAINTECH,PW 21,SWR PIPE TYPE B 3 METER S/S 110MM,,1398,
SWR DRAINTECH,PW 90,SWR PIPE TYPE B 4 FEET S/S 90MM,,568,
SWR DRAINTECH,PW 89,SWR PIPE TYPE B 6 FEET S/S 90MM,,840,
SWR DRAINTECH,PW 88,SWR PIPE TYPE B 6 FEET D/S 90MM,,858,
SWR DRAINTECH,PW 87,SWR PIPE TYPE B 4 FEET D/S 90MM,,584,
SWR DRAINTECH,PW 86,SWR PIPE TYPE B 3 FEET D/S 90MM,,444,
SWR DRAINTECH,PW 85,SWR PIPE TYPE B 2 FEET D/S 90MM,,298,
SWR DRAINTECH,PW 84,SWR PIPE TYPE B 6 METER D/S 90MM,,2256,
SWR DRAINTECH,PW 83,SWR PIPE TYPE B 6 METER S/S 90MM,,2244,
SWR DRAINTECH,PW 82,SWR PIPE TYPE B 3 METER D/S 90MM,,1134,
SWR DRAINTECH,PW 81,SWR PIPE TYPE B 3 METER S/S 90MM,,1122,
SWR DRAINTECH,PW 40,SWR PIPE TYPE B 4 FEET S/S 75MM,,468,
SWR DRAINTECH,PW 39,SWR PIPE TYPE B 6 FEET S/S 75MM,,692,
SWR DRAINTECH,PW 38,SWR PIPE TYPE B 6 FEET D/S 75MM,,712,
SWR DRAINTECH,PW 37,SWR PIPE TYPE B 4 FEET D/S 75MM,,482,
SWR DRAINTECH,PW 36,SWR PIPE TYPE B 3 FEET D/S 75MM,,368,
SWR DRAINTECH,PW 35,SWR PIPE TYPE B 2 FEET D/S 75MM,,248,
SWR DRAINTECH,PW 34,SWR PIPE TYPE B 6 METER D/S 75MM,,1846,
SWR DRAINTECH,PW 33,SWR PIPE TYPE B 6 METER S/S 75MM,,1836,
SWR DRAINTECH,PW 32,SWR PIPE TYPE B 3 METER D/S 75MM,,928,
SWR DRAINTECH,PW 31,SWR PIPE TYPE B 3 METER S/S 75MM,,918,
SWR DRAINTECH,PW 70,SWR PIPE TYPE A 4 FEET S/S 160MM,,954,
SWR DRAINTECH,PW 69,SWR PIPE TYPE A 6 FEET S/S 160MM,,1446,
SWR DRAINTECH,PW 68,SWR PIPE TYPE A 6 FEET D/S 160MM,,1472,
SWR DRAINTECH,PW 67,SWR PIPE TYPE A 4 FEET D/S 160MM,,978,
SWR DRAINTECH,PW 66,SWR PIPE TYPE A 3 FEET D/S 160MM,,742,
SWR DRAINTECH,PW 65,SWR PIPE TYPE A 2 FEET D/S 160MM,,498,
SWR DRAINTECH,PW 64,SWR PIPE TYPE A 6 METER D/S 160MM,,4160,
SWR DRAINTECH,PW 63,SWR PIPE TYPE A 6 METER S/S 160MM,,4140,
SWR DRAINTECH,PW 62,SWR PIPE TYPE A 3 METER D/S 160MM,,2090,
SWR DRAINTECH,PW 61,SWR PIPE TYPE A 3 METER S/S 160MM,,2070,
SWR DRAINTECH,PW 20,SWR PIPE TYPE A 4 FEET S/S 110MM,,478,
SWR DRAINTECH,PW 19,SWR PIPE TYPE A 6 FEET S/S 110MM,,720,
SWR DRAINTECH,PW 18,SWR PIPE TYPE A 6 FEET D/S 110MM,,734,
SWR DRAINTECH,PW 17,SWR PIPE TYPE A 4 FEET D/S 110MM,,494,
SWR DRAINTECH,PW 16,SWR PIPE TYPE A 3 FEET D/S 110MM,,378,
SWR DRAINTECH,PW 15,SWR PIPE TYPE A 2 FEET D/S 110MM,,258,
SWR DRAINTECH,PW 14,SWR PIPE TYPE A 6 METER D/S 110MM,,1960,
SWR DRAINTECH,PW 13,SWR PIPE TYPE A 6 METER S/S 110MM,,1940,
SWR DRAINTECH,PW 12,SWR PIPE TYPE A 3 METER D/S 110MM,,987,
SWR DRAINTECH,PW 11,SWR PIPE TYPE A 3 METER S/S 110MM,,970,
SWR DRAINTECH,PW 100,SWR PIPE TYPE A 4 FEET S/S 90MM,,354,
SWR DRAINTECH,PW 99,SWR PIPE TYPE A 6 FEET S/S 90MM,,540,
SWR DRAINTECH,PW 98,SWR PIPE TYPE A 6 FEET D/S 90MM,,554,
SWR DRAINTECH,PW 97,SWR PIPE TYPE A 4 FEET D/S 90MM,,368,
SWR DRAINTECH,PW 96,SWR PIPE TYPE A 3 FEET D/S 90MM,,268,
SWR DRAINTECH,PW 95,SWR PIPE TYPE A 2 FEET D/S 90MM,,188,
SWR DRAINTECH,PW 94,SWR PIPE TYPE A 6 METER D/S 90MM,,1408,
SWR DRAINTECH,PW 93,SWR PIPE TYPE A 6 METER S/S 90MM,,1396,
SWR DRAINTECH,PW 92,SWR PIPE TYPE A 3 METER D/S 90MM,,710,
SWR DRAINTECH,PW 91,SWR PIPE TYPE A 3 METER S/S 90MM,,698,
SWR DRAINTECH,PW 80,SWR PIPE TYPE A 4 FEET S/S 75MM,,286,
SWR DRAINTECH,PW 79,SWR PIPE TYPE A 6 FEET S/S 75MM,,434,
SWR DRAINTECH,PW 78,SWR PIPE TYPE A 6 FEET D/S 75MM,,444,
SWR DRAINTECH,PW 77,SWR PIPE TYPE A 4 FEET D/S 75MM,,296,
SWR DRAINTECH,PW 76,SWR PIPE TYPE A 3 FEET D/S 75MM,,222,
SWR DRAINTECH,PW 75,SWR PIPE TYPE A 2 FEET D/S 75MM,,148,
SWR DRAINTECH,PW 74,SWR PIPE TYPE A 6 METER D/S 75MM,,1209,
SWR DRAINTECH,PW 73,SWR PIPE TYPE A 6 METER S/S 75MM,,1196,
SWR DRAINTECH,PW 72,SWR PIPE TYPE A 3 METER D/S 75MM,,598,
SWR DRAINTECH,PW 71,SWR PIPE TYPE A 3 METER S/S 75MM,,578,
SWR DRAINTECH,RL-4,RUBBER LUBRICANT 500GM,,168,
SWR DRAINTECH,RL-3,RUBBER LUBRICANT 250GM,,92,
SWR DRAINTECH,RL-2,RUBBER LUBRICANT 100GM,,44,
SWR DRAINTECH,5765,"ROUND JALI 110MM 4""",,22.4,
SWR DRAINTECH,5173,"S TRAP 110 x 110MM 4"" x 4""",,488,
SWR DRAINTECH,5773,"S TRAP 110 x 125MM 4"" x 41/2""",,532,
SWR DRAINTECH,5171,"P TRAP 110 x 110MM 4"" x 4""",,351.4,
SWR DRAINTECH,5771,"P TRAP 110 x 125MM 4"" x 41/2""",,398.4,
SWR DRAINTECH,5105,"YELLOW SEAL O RING 160MM 6""",,40.9,
SWR DRAINTECH,5104,"YELLOW SEAL O RING 110MM 4""",,23.4,
SWR DRAINTECH,5103,"YELLOW SEAL O RING 90MM 3""",,15.1,
SWR DRAINTECH,5102,"YELLOW SEAL O RING 75MM 21/2""",,10.5,
SWR DRAINTECH,5791,"FLOOR TRAP 110 x 75MM 4"" x 21/2""",,129.2,
SWR DRAINTECH,5664,"DOOR CAP 160MM 6""",,74.2,
SWR DRAINTECH,5164,"DOOR CAP 110MM 4""",,42.6,
SWR DRAINTECH,5964,"DOOR CAP 90MM 3""",,31.2,
SWR DRAINTECH,5764,"DOOR CAP 75MM 2 1/2""",,21.2,
SWR DRAINTECH,5163,"NAHANI TRAP & JALI 110MM 4""",,203.3,
SWR DRAINTECH,5963,"NAHANI TRAP & JALI 90MM 3 """,,231.8,
SWR DRAINTECH,5763,"NAHANI TRAP & JALI 75MM 21/2""",,186.2,
SWR DRAINTECH,5172,"Q TRAP 110 x 110MM 4"" x 4""",,424,
SWR DRAINTECH,5772,"Q TRAP 110 x 125MM 4"" x 41/2""",,466,
SWR DRAINTECH,5662,"PIPE CLIP 160MM 6""",,57.4,
SWR DRAINTECH,5162,"PIPE CLIP 110MM 4""",,27.8,
SWR DRAINTECH,5962,"PIPE CLIP 90MM 3""",,20.8,
SWR DRAINTECH,5762,"PIPE CLIP 75MM 2 1/2""",,20.2,
SWR DRAINTECH,5661,"VENT COWL 160MM 6""",,84.6,
SWR DRAINTECH,5161,"VENT COWL 110MM 4""",,37.4,
SWR DRAINTECH,5961,"VENT COWL 90MM 3""",,31.4,
SWR DRAINTECH,5761,"VENT COWL 75MM 2 1/2""",,19.2,
SWR DRAINTECH,4761,VENT COWL 63MM,,15.2,
SWR DRAINTECH,5657,"REDUCER COUPLER 110 x 160MM 4/6""",,258.4,
SWR DRAINTECH,5957,"REDUCER COUPLER 90 x 110MM 3/4""",,126,
SWR DRAINTECH,5157,"REDUCER COUPLER 75 x 110MM 2 1/2"" x 4""",,107.8,
SWR DRAINTECH,5144,"DOUBLE Y 110MM 4""",,448.9,
SWR DRAINTECH,5744,"DOUBLE Y 75MM 21/2""",,207.9,
SWR DRAINTECH,5155,"REDUCER Y 75 x 110MM 21/2"" x 4""",,264.9,
SWR DRAINTECH,5143,"REVERSE Y 45 110MM 4""",,438,
SWR DRAINTECH,5743,"REVERSE Y 45 75MM 21/2""",,178,
SWR DRAINTECH,5641,"SINGLE Y  160MM 6""",,929.2,
SWR DRAINTECH,5141,"SINGLE Y  110MM 4""",,314.2,
SWR DRAINTECH,5941,"SINGLE Y  90MM 3""",,217.6,
SWR DRAINTECH,5741,"SINGLE Y 75MM 2 1/2""",,152.2,
SWR DRAINTECH,5158,"CLEANING PIPE 110MM 4""",,234,
SWR DRAINTECH,5758,"CLEANING PIPE 75MM 21/2""",,114,
SWR DRAINTECH,5145,"DOUBLE Y WITH DOOR 110MM 4""",,444.4,
SWR DRAINTECH,5745,"DOUBLE Y WITH DOOR 75MM 21/2""",,208.2,
SWR DRAINTECH,5156,"REDUCER Y WITH DOOR 75 x 110MM 21/2"" x 4""",,288,
SWR DRAINTECH,5146,REVERSE Y WITH DOOR 110MM,,277.8,
SWR DRAINTECH,5746,REVERSE Y WITH DOOR 75MM,,163.7,
SWR DRAINTECH,5642,SINGLE Y WITH DOOR 160MM,,974.6,
SWR DRAINTECH,5142,SINGLE Y WITH DOOR 110MM,,342.2,
SWR DRAINTECH,5942,SINGLE Y WITH DOOR 90MM,,225,
SWR DRAINTECH,5742,SINGLE Y WITH DOOR 75MM,,159.8,
SWR DRAINTECH,5752,"REDUCING TEE WITH DOOR 160 x 75MM 6"" x 2 1/2""",,584,
SWR DRAINTECH,5652,"REDUCING TEE WITH DOOR 110 x 160MM 4"" x 6""",,621.2,
SWR DRAINTECH,5952,"REDUCING TEE WITH DOOR 90 x 75MM 3"" x 2 1/2""",,202.6,
SWR DRAINTECH,5152,"REDUCING TEE WITH DOOR 75 x 110MM 2 1/2"" x 4""",,239.8,
SWR DRAINTECH,5751,"REDUCING TEE 160 x 75MM 6"" x 2 1/2""",,548,
SWR DRAINTECH,5651,"REDUCING TEE 110 x 160MM 4"" x 6""",,596,
SWR DRAINTECH,5951,"REDUCING TEE 90 x 75MM 3"" x 2 1/2""",,176,
SWR DRAINTECH,5151,"REDUCING TEE 75 x 110MM 2 1/2"" x 4""",,228,
SWR DRAINTECH,5633,SINGLE TEE 160MM,,632,
SWR DRAINTECH,5133,SINGLE TEE 110MM,,248,
